,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
31,31,31,37,37,185,185,,186,40-44,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,16,0.1375,0.0,0.0734375,0.06875,0.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label1x,label3x,label4x,0,2,3,0.2796875
32,32,32,38,38,186,186,,187,65-69,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,20,0.2689732142857143,0.0,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008612151746113766,label1x,label3x,,0,2,0,0.3236607142857143
33,33,33,39,39,202,202,,203,25-29,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,28,0.18973214285714285,0.03794642857142857,0.0,0.22935267857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012057012444559273,label4x,label1x,label2x,3,0,1,0.45703124999999994
34,34,34,40,40,207,207,,208,30-34,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,48,0.064453125,0.064544677734375,0.0,0.1719207763671875,0.0215301513671875,0.0,0.02166748046875,0.0,0.0,0.0,0.0,0.0,0.002066916419067304,label4x,label2x,label1x,3,1,0,0.3009185791015625
35,35,35,41,41,211,211,,212,25-29,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,16,0.0,0.06818181818181818,0.0707070707070707,0.2058080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006889721396891014,label4x,label3x,label2x,3,2,1,0.34469696969696967
36,36,36,42,42,217,217,,218,70+,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,30,0.14,0.0354,0.0,0.1402,0.0,0.0,0.0354,0.0,0.0,0.0,0.0,0.0,0.001291822761917065,label4x,label1x,label2x,3,0,1,0.3156
37,37,37,43,43,219,219,,220,50-54,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,10,0.11666666666666667,0.0,0.0,0.2333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004306075873056883,label4x,label5x,label1x,3,4,0,0.4833333333333333
38,38,38,44,44,223,223,,224,50-54,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.0-0-1.0,14,0.15873015873015875,0.0,0.0,0.07936507936507937,0.07936507936507937,0.08531746031746032,0.0,0.0,0.0,0.0,0.0,0.0,0.0006028506222279636,label1x,label6x,label4x,0,5,3,0.32341269841269843
39,39,39,45,45,225,225,,226,40-44,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,60,0.188034188034188,0.017094017094017092,0.017146776406035666,0.08547008547008546,0.017094017094017092,0.0,0.0,0.017252295030072806,0.0,0.017120396750026377,0.0,0.0,0.00258364552383413,label1x,label4x,label8x,0,3,7,0.2907565685343463
40,40,40,46,46,240,240,,241,70+,Alberta,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,26,0.12252545248868778,0.0,0.0,0.12217194570135748,0.04072398190045249,0.04072398190045249,0.04178450226244344,0.0,0.0,0.0,0.0,0.0,0.0011195797269947896,label1x,label4x,label7x,0,3,6,0.2864819004524887
41,41,41,48,48,246,246,,247,50-54,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.0-0-1.0,8,0.175,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003444860698445507,label2x,label1x,,1,0,0,0.475
42,42,42,49,49,251,251,,252,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Unskilled,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,1.0,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-1.0-0-1.0,66,0.09266541399505389,0.015442890442890442,0.0,0.06177156177156177,0.01545096178060167,0.0,0.015442890442890442,0.0,0.0,0.0,0.0155801031839813,0.0,0.002842010076217543,label1x,label4x,label11x,0,3,10,0.17001707895059698
43,43,43,50,50,253,253,,254,15-17,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Professionals,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.4444444444444444,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.4444444444444444-0-1.0,20,0.27083333333333337,0.1125,0.0,0.0,0.0,0.05416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0008612151746113766,label1x,label2x,label6x,0,1,5,0.4375
44,44,44,51,51,255,255,,256,55-59,Ontario,Male,Other,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.8,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,156,0.11639676113360324,0.02586755225948696,0.012935381470651937,0.058199985907710076,0.01293377612974348,0.006466486729644625,0.025872368282212337,0.0,0.006480934797820763,0.006468092070553084,0.0,0.0,0.006717478361968738,label1x,label4x,label7x,0,3,6,0.20046911532352565
45,45,45,52,52,265,265,,266,55-59,Alberta,Female,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.2222222222222222,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.2222222222222222-0-1.0,52,0.1189286903572618,0.03972218257932544,0.0,0.09906759906759907,0.07930165073022215,0.019813519813519812,0.01995623424194853,0.0,0.0,0.0,0.0,0.0,0.002239159453989579,label1x,label4x,label5x,0,3,4,0.29729794015508304
46,46,46,53,53,268,268,,269,60-64,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,29,0.18255578093306288,0.10953346855983774,0.0,0.07302231237322515,0.037728194726166335,0.0,0.03691683569979716,0.0,0.0,0.0,0.0,0.0,0.001248762003186496,label1x,label2x,label4x,0,1,3,0.36511156186612576
